DAUID,intersection_count,intersection_density
10040088,132,42.01690497626037
10040089,152,48.38310269993618
10040090,124,39.47042588679005
10040091,74,23.55493157760051
10040092,20,6.366197723675814
10040093,35,11.14084601643267
10040094,5,1.591549430918954
10040095,22,7.002817496043395
10040096,0,0
10040097,1,0.3183098861837907
10040098,77,24.50986123615188
10040099,92,29.28450952890874
10040100,47,14.96056465063816
10040101,63,20.05352282957881
10040102,46,14.64225476445437
10040103,0,0
10040104,0,0
10040105,12,3.819718634205488
10040106,28,8.91267681314614
10040107,0,0
10040108,0,0
10040109,0,0
10040110,3,0.954929658551372
10040111,0,0
10040112,0,0
10040113,1,0.3183098861837907
10040114,0,0
10040115,0,0
10040116,0,0
10040117,3,0.954929658551372
10040118,5,1.591549430918954
10040119,0,0
10040120,5,1.591549430918954
10050076,1,0.3183098861837907
10050077,6,1.909859317102744
10050078,17,5.411268065124442
10050079,0,0
10050080,5,1.591549430918954
10050081,0,0
10050082,74,23.55493157760051
10050083,82,26.10141066707084
10050084,61,19.41690305721123
10050085,103,32.78591827693044
10050086,81,25.78310078088705
10050087,121,38.51549622823867
10050088,84,26.73803043943842
10050089,31,9.867606471697512
10050090,32,10.1859163578813
10050091,0,0
10050092,3,0.954929658551372
10050093,45,14.32394487827058
10050094,70,22.28169203286535
10050095,65,20.69014260194639
10050096,81,25.78310078088705
10050097,76,24.19155134996809
10050098,9,2.864788975654116
10050099,13,4.138028520389279
10050101,27,8.594366926962348
10050102,72,22.91831180523293
10050103,89,28.32957987035737
10050104,115,36.60563691113593
10050105,115,36.60563691113593
10050106,122,38.83380611442247
10050107,158,50.29296201703893
10050108,147,46.79155326901723
10050109,159,50.61127190322272
10050110,145,46.15493349664965
10050111,125,39.78873577297384
10050112,100,31.83098861837907
10050113,99,31.51267873219528
10050114,164,52.20282133414167
10050115,23,7.321127382227186
10050116,4,1.273239544735163
10050117,6,1.909859317102744
10050118,1,0.3183098861837907
10050119,9,2.864788975654116
10050120,8,2.546479089470326
10050121,1,0.3183098861837907
10050122,0,0
10050123,15,4.774648292756861
10050124,0,0
10050125,21,6.684507609859605
10050126,6,1.909859317102744
10050127,2,0.6366197723675814
10050129,42,13.36901521971921
10050130,30,9.549296585513721
10050131,10,3.183098861837907
10050132,50,15.91549430918953
10050134,57,18.14366351247607
10050135,68,21.64507226049777
10050136,118,37.5605665696873
10050137,121,38.51549622823867
10050138,106,33.74084793548181
10050139,122,38.83380611442247
10050140,41,13.05070533353542
10050141,126,40.10704565915763
10050143,88,28.01126998417358
10050144,125,39.78873577297384
10050145,37,11.77746578880025
10050146,53,16.8704239677409
10050147,67,21.32676237431398
10050148,61,19.41690305721123
10050149,30,9.549296585513721
10050150,1,0.3183098861837907
10050151,0,0
10050152,26,8.276057040778557
10050153,0,0
10050154,7,2.228169203286535
10050155,125,39.78873577297384
10050156,63,20.05352282957881
10050158,146,46.47324338283344
10050159,40,12.73239544735163
10050160,42,13.36901521971921
10050161,33,10.50422624406509
10050162,37,11.77746578880025
10050163,27,8.594366926962348
10060058,7,2.228169203286535
10060059,72,22.91831180523293
10060060,85,27.05634032562221
10060061,79,25.14648100851947
10060062,64,20.3718327157626
10060064,89,28.32957987035737
10060065,71,22.60000191904914
10060066,82,26.10141066707084
10060067,78,24.82817112233567
10060068,75,23.8732414637843
10060069,58,18.46197339865986
10060070,34,10.82253613024888
10060071,53,16.8704239677409
10060072,41,13.05070533353542
10060073,53,16.8704239677409
10060074,0,0
10060075,11,3.501408748021698
10060076,23,7.321127382227186
10060077,35,11.14084601643267
10060078,0,0
10060079,5,1.591549430918954
10060080,4,1.273239544735163
10060081,36,11.45915590261646
10060082,20,6.366197723675814
10060083,29,9.23098669932993
10060084,10,3.183098861837907
10060085,36,11.45915590261646
10060086,0,0
10060087,0,0
10060088,17,5.411268065124442
10060089,31,9.867606471697512
10060090,55,17.50704374010849
10060091,87,27.69296009798979
10060092,70,22.28169203286535
10060093,33,10.50422624406509
10060094,3,0.954929658551372
10060095,2,0.6366197723675814
10060096,1,0.3183098861837907
10060097,1,0.3183098861837907
10060098,40,12.73239544735163
10060099,36,11.45915590261646
10060100,38,12.09577567498405
10060101,48,15.27887453682195
10060102,85,27.05634032562221
10060103,121,38.51549622823867
10060104,144,45.83662361046586
10060105,133,42.33521486244416
10060106,138,43.92676429336311
10060107,117,37.24225668350351
10060108,130,41.38028520389279
10060109,118,37.5605665696873
10060110,83,26.41972055325463
10060111,62,19.73521294339502
10060112,34,10.82253613024888
10060113,86,27.374650211806
10060114,156,49.65634224467134
10060115,138,43.92676429336311
10060116,164,52.20282133414167
10060117,163,51.88451144795788
10060118,135,42.97183463481174
10060119,150,47.7464829275686
10060120,89,28.32957987035737
10060121,36,11.45915590261646
10060122,12,3.819718634205488
10060123,19,6.047887837492023
10060124,19,6.047887837492023
10060125,0,0
10060126,7,2.228169203286535
10060127,70,22.28169203286535
10060128,70,22.28169203286535
10060129,12,3.819718634205488
10060130,53,16.8704239677409
10070483,17,5.411268065124442
10070484,2,0.6366197723675814
10070485,0,0
10070486,0,0
10070487,0,0
10070488,0,0
10070489,25,7.957747154594767
10070490,0,0
10070491,0,0
10070492,21,6.684507609859605
10070493,0,0
10070494,13,4.138028520389279
10070495,0,0
10070496,2,0.6366197723675814
10070497,36,11.45915590261646
10070498,9,2.864788975654116
10070499,10,3.183098861837907
10070500,0,0
10070501,0,0
10070502,7,2.228169203286535
10070503,1,0.3183098861837907
10070504,0,0
10070505,0,0
10070506,3,0.954929658551372
10070507,13,4.138028520389279
10070508,13,4.138028520389279
10070509,7,2.228169203286535
10070510,13,4.138028520389279
10070511,5,1.591549430918954
10070512,2,0.6366197723675814
10070513,0,0
10070514,0,0
10070515,3,0.954929658551372
10070516,4,1.273239544735163
10070517,0,0
10070518,0,0
10070519,0,0
10070520,0,0
10070521,0,0
10070522,8,2.546479089470326
10070523,7,2.228169203286535
10070524,21,6.684507609859605
10070525,23,7.321127382227186
10070526,1,0.3183098861837907
10070527,0,0
10070528,10,3.183098861837907
10070529,2,0.6366197723675814
10070530,48,15.27887453682195
10070531,101,32.14929850456286
10070532,132,42.01690497626037
10070533,140,44.56338406573069
10070534,132,42.01690497626037
10070535,91,28.96619964272495
10070536,108,34.37746770784939
10070537,110,35.01408748021697
10070538,6,1.909859317102744
10070539,13,4.138028520389279
10070540,7,2.228169203286535
10070541,18,5.729577951308232
10070542,50,15.91549430918953
10070543,48,15.27887453682195
10070544,21,6.684507609859605
10070545,1,0.3183098861837907
10070546,9,2.864788975654116
10070547,0,0
10070548,0,0
10070549,1,0.3183098861837907
10070550,2,0.6366197723675814
10070551,1,0.3183098861837907
10070552,0,0
10070553,47,14.96056465063816
10070554,38,12.09577567498405
10070555,42,13.36901521971921
10070556,51,16.23380419537332
10070557,69,21.96338214668156
10070558,56,17.82535362629228
10070559,18,5.729577951308232
10070560,37,11.77746578880025
10070561,0,0
10070562,25,7.957747154594767
10070563,14,4.45633840657307
10070564,0,0
10070565,0,0
10070566,15,4.774648292756861
10080161,0,0
10080162,0,0
10080163,0,0
10080164,0,0
10080165,3,0.954929658551372
10080166,26,8.276057040778557
10080167,0,0
10080168,21,6.684507609859605
10080169,0,0
10080170,5,1.591549430918954
10080171,4,1.273239544735163
10080172,8,2.546479089470326
10080173,0,0
10080174,5,1.591549430918954
10080175,22,7.002817496043395
10080176,27,8.594366926962348
10080177,48,15.27887453682195
10080178,33,10.50422624406509
10080179,24,7.639437268410976
10080180,0,0
10080181,1,0.3183098861837907
10080182,23,7.321127382227186
10080183,12,3.819718634205488
10080184,12,3.819718634205488
10080185,0,0
10080186,0,0
10080187,2,0.6366197723675814
10080188,11,3.501408748021698
10080189,15,4.774648292756861
10080190,28,8.91267681314614
10080191,23,7.321127382227186
10080192,62,19.73521294339502
10080193,49,15.59718442300574
10080194,50,15.91549430918953
10080195,0,0
10080196,0,0
10080197,0,0
10080198,9,2.864788975654116
10080199,0,0
10080200,0,0
10080201,0,0
10080202,10,3.183098861837907
10080203,0,0
10080204,0,0
10080205,7,2.228169203286535
10080206,6,1.909859317102744
10080207,16,5.092958178940651
10080208,15,4.774648292756861
10080209,0,0
10080210,12,3.819718634205488
10080211,12,3.819718634205488
10080212,8,2.546479089470326
10080213,18,5.729577951308232
10080214,66,21.00845248813019
10080215,64,20.3718327157626
10080216,3,0.954929658551372
10080217,54,17.1887338539247
10080218,0,0
10080219,22,7.002817496043395
10080220,0,0
10080221,0,0
10080222,7,2.228169203286535
10080223,3,0.954929658551372
10080224,5,1.591549430918954
10080225,0,0
10080226,21,6.684507609859605
10080227,19,6.047887837492023
10080228,6,1.909859317102744
10080229,10,3.183098861837907
10080230,4,1.273239544735163
10080231,0,0
10080232,0,0
10080233,15,4.774648292756861
10080234,0,0
10080235,4,1.273239544735163
10080236,2,0.6366197723675814
10080237,0,0
10080238,41,13.05070533353542
10080239,3,0.954929658551372
10080240,7,2.228169203286535
10080241,2,0.6366197723675814
10080242,9,2.864788975654116
10080243,0,0
10080244,7,2.228169203286535
10080245,4,1.273239544735163
10080246,1,0.3183098861837907
10080247,1,0.3183098861837907
10080248,0,0
10080249,0,0
10080250,0,0
10080251,0,0
10080252,0,0
10080253,31,9.867606471697512
10080254,14,4.45633840657307
10080255,0,0
10080256,9,2.864788975654116
10090078,0,0
10090079,14,4.45633840657307
10090080,10,3.183098861837907
10090081,0,0
10090082,3,0.954929658551372
10090083,3,0.954929658551372
10090084,39,12.41408556116784
10090085,26,8.276057040778557
10090086,22,7.002817496043395
10090087,19,6.047887837492023
10090088,0,0
10090089,0,0
10090090,0,0
10090091,18,5.729577951308232
10090092,0,0
10090093,15,4.774648292756861
10090094,0,0
10090095,7,2.228169203286535
10090096,10,3.183098861837907
10090097,0,0
10090098,0,0
10090099,8,2.546479089470326
10090100,8,2.546479089470326
10090101,6,1.909859317102744
10090102,24,7.639437268410976
10090103,14,4.45633840657307
10090104,1,0.3183098861837907
10090105,0,0
10090106,12,3.819718634205488
10090107,1,0.3183098861837907
10090108,22,7.002817496043395
10090109,15,4.774648292756861
10090110,1,0.3183098861837907
10090111,0,0
10090112,0,0
10090113,13,4.138028520389279
10090114,10,3.183098861837907
10090115,0,0
10090116,12,3.819718634205488
10090117,2,0.6366197723675814
10090118,0,0
10090119,10,3.183098861837907
10090120,40,12.73239544735163
10090121,0,0
10090122,30,9.549296585513721
10090123,26,8.276057040778557
10090124,14,4.45633840657307
10090125,1,0.3183098861837907
10100061,0,0
10100062,11,3.501408748021698
10100063,0,0
10100065,34,10.82253613024888
10100066,23,7.321127382227186
10100067,30,9.549296585513721
10100068,57,18.14366351247607
10100069,63,20.05352282957881
10100070,55,17.50704374010849
10100071,49,15.59718442300574
10100072,43,13.687325105903
10100073,44,14.00563499208679
10100074,33,10.50422624406509
10100075,20,6.366197723675814
10100076,51,16.23380419537332
10100077,32,10.1859163578813
10100078,31,9.867606471697512
10100079,48,15.27887453682195
10100080,47,14.96056465063816
10100081,25,7.957747154594767
10100082,0,0
10100083,36,11.45915590261646
10100084,38,12.09577567498405
10100085,39,12.41408556116784
10100086,53,16.8704239677409
10100087,101,32.14929850456286
10100088,92,29.28450952890874
10100089,122,38.83380611442247
10100090,101,32.14929850456286
10100091,139,44.2450741795469
10100092,83,26.41972055325463
10100093,63,20.05352282957881
10100094,35,11.14084601643267
10100095,67,21.32676237431398
10100096,27,8.594366926962348
10100097,123,39.15211600060626
10100098,88,28.01126998417358
10100099,109,34.69577759403318
10100100,129,41.061975317709
10100101,99,31.51267873219528
10100102,0,0
10100103,0,0
10100104,8,2.546479089470326
10100105,5,1.591549430918954
10100106,28,8.91267681314614
10100107,24,7.639437268410976
